Order Date,Sales,Profit,Region,Category,Sub-Category,Customer Name
2025-07-03,77.41,14.26,Central,Office Supplies,Paper,Lena Creighton
2025-06-09,77.89,-2.03,Central,Furniture,Chairs,Lena Creighton
2024-11-22,439.56,-58.35,West,Furniture,Tables,Toby Swindell
2023-09-10,92.02,13.52,West,Office Supplies,Fasteners,Stewart Rivera
2025-11-26,15.77,4.76,Central,Office Supplies,Storage,Nick Crecia
2024-02-14,282.18,-8.73,Central,Furniture,Bookcases,Zusha Benson
2023-05-07,141.56,35.1,South,Office Supplies,Envelopes,Alejandro Grove
2024-08-14,206.45,18.81,South,Office Supplies,Storage,Stewart Rivera
2023-10-21,41.56,20.26,Central,Technology,Copiers,Arthur Prichep
2025-10-16,121.88,39.49,South,Office Supplies,Art,Zusha Benson
2023-11-06,13.15,3.06,South,Office Supplies,Labels,Lena Creighton
2024-10-23,186.17,40.58,East,Office Supplies,Binders,John Lee
2024-06-11,13.6,4.6,South,Office Supplies,Envelopes,Ryan Crowe
2024-06-23,369.1,87.93,West,Office Supplies,Envelopes,Irene Maddox
2024-02-23,186.64,23.86,South,Office Supplies,Storage,Zusha Benson
2024-03-19,111.21,15.32,South,Office Supplies,Envelopes,Emily Burns
2024-11-15,92.38,24.17,Central,Office Supplies,Art,Nick Crecia
2025-04-19,26.01,7.04,West,Office Supplies,Binders,Joel Eaton
2023-08-24,56.58,7.98,South,Office Supplies,Supplies,Emily Burns
2023-08-02,309.84,47.59,South,Office Supplies,Fasteners,Alejandro Grove
2023-03-26,2537.1,1390.87,East,Technology,Copiers,Eric Hoffmann
2025-03-04,5.11,0.41,South,Office Supplies,Fasteners,Alejandro Grove
2023-03-26,140.26,24.04,South,Office Supplies,Supplies,Yoseph Carroll
2023-03-06,195.57,23.83,East,Technology,Accessories,Claire Gute
2024-10-24,149.64,44.34,Central,Office Supplies,Storage,Ken Black
2024-09-18,105.29,38.8,South,Technology,Copiers,Andrew Allen
2023-03-05,41.83,5.0,East,Furniture,Furnishings,Claire Gute
2025-07-27,48.22,3.23,West,Office Supplies,Fasteners,Gary Hansen
2025-07-07,272.32,91.36,Central,Technology,Accessories,Sandra Flanagan
2024-05-05,98.32,29.78,West,Office Supplies,Paper,Ryan Crowe
2023-11-09,105.07,17.82,West,Office Supplies,Fasteners,Alejandro Grove
2024-09-06,1149.43,67.64,East,Furniture,Bookcases,Alejandro Grove
2025-07-07,157.04,37.77,South,Technology,Accessories,Stewart Rivera
2025-03-23,1599.95,656.14,East,Technology,Copiers,Gary Hansen
2025-07-28,96.46,28.07,East,Office Supplies,Storage,Linda Cazzolari
2024-11-10,29.28,3.85,East,Office Supplies,Paper,Toby Swindell
2024-03-10,403.75,107.75,East,Office Supplies,Appliances,Tracy Blumstein
2024-11-12,322.98,55.61,Central,Technology,Phones,Tracy Blumstein
2025-12-09,35.07,4.38,South,Office Supplies,Art,Stewart Rivera
2023-12-06,130.97,-2.02,West,Furniture,Chairs,Bobby Osgood
2023-12-13,12.82,2.91,West,Office Supplies,Art,Stewart Rivera
2024-10-07,333.44,86.38,South,Technology,Phones,Albert Patina
2024-10-10,292.73,80.07,West,Office Supplies,Fasteners,Claire Gute
2023-09-02,1379.62,-350.28,South,Furniture,Tables,Zusha Benson
2023-04-19,409.57,21.79,West,Office Supplies,Art,Nick Crecia
2024-06-16,183.57,-0.1,East,Furniture,Tables,Lena Creighton
2023-10-23,77.2,22.89,West,Office Supplies,Supplies,Gary Hansen
2023-04-22,9.3,0.63,South,Office Supplies,Paper,Ryan Crowe
2023-12-09,1620.89,508.66,South,Technology,Machines,Sandra Flanagan
2023-04-11,71.65,11.71,South,Office Supplies,Storage,Alejandro Grove
2024-09-20,154.59,44.55,South,Office Supplies,Binders,Bobby Osgood
2023-01-28,1003.39,526.66,South,Technology,Copiers,Paul Prost
2025-07-25,540.58,17.81,Central,Furniture,Tables,Harold Ryan
2023-02-27,59.89,16.96,Central,Office Supplies,Labels,Brosina Hoffman
2023-10-24,1519.12,294.96,West,Technology,Phones,Valerie Mitchum
2023-05-14,505.68,148.45,South,Office Supplies,Binders,Arthur Prichep
2023-09-06,56.25,3.57,West,Furniture,Furnishings,Maria Etezadi
2025-10-17,102.98,6.78,South,Office Supplies,Appliances,Paul Prost
2024-07-03,545.92,141.9,South,Technology,Accessories,Georgia Nippi
2025-06-20,5.73,1.91,Central,Office Supplies,Envelopes,Georgia Nippi
2025-04-13,84.83,26.84,Central,Office Supplies,Storage,Pete Kaisen
2025-02-09,20.88,1.68,East,Office Supplies,Fasteners,Irene Maddox
2023-05-26,111.74,30.53,Central,Office Supplies,Storage,Linda Cazzolari
2025-06-11,8.75,3.34,East,Technology,Accessories,Harold Ryan
2023-12-10,83.36,10.95,East,Office Supplies,Binders,Pete Kaisen
2025-11-24,77.6,20.57,East,Technology,Phones,Andrew Allen
2024-12-02,404.54,141.12,East,Technology,Phones,Alejandro Grove
2023-01-01,1824.08,46.73,East,Furniture,Bookcases,Maria Etezadi
2023-06-02,928.63,-97.4,West,Furniture,Bookcases,Lena Creighton
2024-03-04,285.27,74.67,Central,Office Supplies,Envelopes,Sandra Flanagan
2024-05-22,156.29,50.56,East,Office Supplies,Binders,Ryan Crowe
2024-05-05,80.59,-4.54,South,Furniture,Tables,Sandra Flanagan
2023-12-11,94.04,34.87,Central,Technology,Phones,Lena Creighton
2023-08-09,393.67,62.01,Central,Office Supplies,Labels,Alejandro Grove
2024-12-23,73.38,-5.63,East,Furniture,Furnishings,Bobby Osgood
2025-11-14,21.41,2.29,West,Furniture,Furnishings,Sandra Flanagan
2024-06-11,1314.85,282.32,East,Technology,Machines,Toby Swindell
2025-04-20,58.39,17.99,West,Office Supplies,Envelopes,Sandra Flanagan
2025-12-01,51.97,4.51,South,Office Supplies,Binders,Maria Etezadi
2024-04-25,935.51,235.48,Central,Technology,Accessories,Paul Prost
2025-07-18,297.94,71.16,South,Technology,Accessories,Linda Cazzolari
2025-05-21,83.62,27.71,West,Office Supplies,Fasteners,Bobby Osgood
2023-12-11,593.78,56.97,West,Office Supplies,Binders,Bobby Osgood
2023-02-14,777.17,273.54,South,Technology,Copiers,Zusha Benson
2023-01-21,208.23,25.28,West,Office Supplies,Storage,Albert Patina
2025-12-29,34.36,13.3,South,Technology,Machines,Tracy Blumstein
2025-05-22,95.47,-6.33,Central,Furniture,Bookcases,Paul Prost
2023-02-17,155.39,19.0,South,Office Supplies,Fasteners,Lena Creighton
2024-07-04,348.93,-34.21,Central,Furniture,Furnishings,Ken Black
2023-10-14,151.62,40.12,South,Office Supplies,Labels,Albert Patina
2025-09-28,83.25,-10.18,West,Furniture,Bookcases,Georgia Nippi
2025-10-30,23.45,5.06,South,Technology,Accessories,Nick Crecia
2024-06-25,283.86,38.25,West,Office Supplies,Labels,Gary Hansen
2025-01-25,72.61,5.23,South,Furniture,Chairs,Arthur Prichep
2023-10-01,115.17,31.0,South,Office Supplies,Labels,Albert Patina
2025-08-13,26.62,7.63,East,Technology,Phones,Nick Crecia
2024-08-22,40.73,17.35,West,Technology,Phones,John Lee
2024-01-16,681.49,295.09,East,Technology,Phones,Zusha Benson
2024-04-23,180.28,28.56,West,Office Supplies,Art,Arthur Prichep
2023-01-15,124.29,20.02,East,Furniture,Chairs,Emily Burns
2024-05-30,41.43,11.25,Central,Office Supplies,Art,Brosina Hoffman
2023-07-10,587.92,121.81,South,Furniture,Bookcases,Yoseph Carroll
2024-09-12,41.71,7.69,West,Office Supplies,Art,Bobby Osgood
2023-06-03,662.92,302.35,West,Technology,Copiers,Irene Maddox
2023-09-29,522.29,91.26,South,Office Supplies,Supplies,Eric Hoffmann
2023-05-23,29.0,8.85,West,Office Supplies,Supplies,Linda Cazzolari
2025-12-28,429.22,51.04,West,Office Supplies,Envelopes,Gary Hansen
2023-09-04,35.3,4.3,East,Office Supplies,Paper,Zusha Benson
2025-02-26,130.71,21.15,West,Office Supplies,Labels,Joel Eaton
2023-03-20,75.98,9.05,Central,Office Supplies,Labels,Sandra Flanagan
2024-09-14,2735.72,810.74,Central,Technology,Machines,Gary Hansen
2024-06-08,52.94,7.79,South,Technology,Accessories,John Lee
2025-02-10,81.54,11.91,West,Office Supplies,Appliances,Paul Prost
2025-07-26,614.95,199.26,South,Office Supplies,Fasteners,Tracy Blumstein
2024-09-08,120.33,20.79,Central,Office Supplies,Envelopes,Bobby Osgood
2025-10-28,587.98,-7.82,West,Furniture,Tables,Valerie Mitchum
2023-03-08,192.84,26.94,West,Technology,Machines,Ken Black
2023-07-10,693.83,129.5,South,Technology,Machines,John Lee
2025-02-06,7.17,2.1,Central,Office Supplies,Binders,Zusha Benson
2024-06-04,12.62,1.96,West,Furniture,Furnishings,Ryan Crowe
2025-09-16,142.2,33.44,South,Technology,Accessories,Linda Cazzolari
2023-09-24,289.37,23.0,Central,Furniture,Tables,Linda Cazzolari
2024-04-29,464.65,194.56,South,Technology,Accessories,Eric Hoffmann
2024-01-11,355.25,120.32,East,Office Supplies,Appliances,Paul Prost
2024-10-14,729.28,182.15,West,Technology,Phones,Toby Swindell
2024-07-02,260.68,28.48,East,Office Supplies,Fasteners,Yoseph Carroll
2023-03-14,303.21,30.52,Central,Furniture,Bookcases,Tracy Blumstein
2023-11-04,25.13,3.11,East,Furniture,Furnishings,Lena Creighton
2023-07-18,222.57,32.03,East,Technology,Accessories,Pete Kaisen
2024-07-25,274.16,139.08,Central,Technology,Copiers,Stewart Rivera
2025-03-01,431.77,-147.61,South,Furniture,Tables,Ken Black
2023-06-28,921.93,39.73,East,Furniture,Chairs,Ryan Crowe
2023-07-16,120.35,17.97,South,Office Supplies,Labels,Maria Etezadi
2025-01-04,2228.83,800.39,East,Technology,Machines,Pete Kaisen
2023-03-30,40.94,5.89,South,Office Supplies,Binders,Nick Crecia
2025-03-09,145.39,43.33,Central,Office Supplies,Labels,Bobby Osgood
2025-02-26,18.13,4.14,East,Office Supplies,Binders,Stewart Rivera
2025-01-17,159.53,60.28,Central,Technology,Accessories,Harold Ryan
2023-07-28,952.19,90.65,East,Furniture,Tables,Arthur Prichep
2024-05-07,136.9,46.23,Central,Technology,Accessories,Eric Hoffmann
2024-10-26,212.05,115.99,Central,Technology,Copiers,Bobby Osgood
2025-11-02,9.78,0.57,East,Office Supplies,Supplies,Gary Hansen
2025-05-20,128.29,28.01,East,Technology,Machines,Irene Maddox
2025-01-01,326.68,-34.91,East,Furniture,Chairs,Bobby Osgood
2024-11-28,413.67,53.24,West,Office Supplies,Supplies,Brosina Hoffman
2024-08-16,39.7,11.98,South,Office Supplies,Paper,Irene Maddox
2025-06-04,204.22,12.19,West,Office Supplies,Binders,Paul Prost
2025-05-01,2048.12,577.7,West,Technology,Machines,Joel Eaton
2023-11-21,115.37,8.87,Central,Furniture,Furnishings,Sandra Flanagan
2025-09-05,170.97,12.73,East,Furniture,Furnishings,Sandra Flanagan
2025-08-13,797.56,212.43,South,Technology,Phones,Sandra Flanagan
2025-06-12,185.49,30.84,Central,Furniture,Bookcases,Ryan Crowe
2023-05-24,197.44,28.97,West,Technology,Machines,Arthur Prichep
2024-01-19,5.09,1.06,East,Technology,Accessories,Zusha Benson
2023-08-04,3787.01,-276.16,Central,Furniture,Tables,Sandra Flanagan
2023-11-20,847.17,289.59,East,Technology,Phones,Lena Creighton
2025-11-04,221.95,38.01,Central,Office Supplies,Envelopes,Tracy Blumstein
2023-08-05,17.36,5.43,East,Office Supplies,Art,Sandra Flanagan
2025-08-08,94.0,16.42,West,Office Supplies,Supplies,Toby Swindell
2023-07-02,115.18,27.76,South,Technology,Machines,Paul Prost
2023-09-27,19.23,2.17,West,Technology,Phones,Arthur Prichep
2025-08-02,1010.97,296.11,South,Technology,Machines,Valerie Mitchum
2025-05-19,490.97,128.93,East,Office Supplies,Supplies,Eric Hoffmann
2024-04-11,354.75,29.92,Central,Office Supplies,Paper,Ken Black
2023-11-01,938.62,385.85,West,Technology,Copiers,Valerie Mitchum
2023-04-21,20.25,5.76,South,Office Supplies,Storage,Linda Cazzolari
2025-10-10,204.77,46.7,West,Technology,Phones,Andrew Allen
2023-08-20,236.13,-12.6,South,Furniture,Bookcases,Toby Swindell
2024-08-17,221.05,55.63,West,Office Supplies,Binders,Georgia Nippi
2023-06-22,248.11,27.05,South,Office Supplies,Appliances,Andrew Allen
2025-08-30,77.95,24.84,South,Office Supplies,Appliances,Irene Maddox
2025-10-27,86.16,7.04,East,Office Supplies,Binders,Maria Etezadi
2024-06-29,43.54,5.77,South,Furniture,Bookcases,Alejandro Grove
2024-07-01,56.19,11.23,East,Office Supplies,Storage,Andrew Allen
2024-06-01,159.47,64.5,South,Technology,Phones,Stewart Rivera
2025-07-02,23.66,2.08,Central,Office Supplies,Storage,Harold Ryan
2023-08-03,347.46,42.1,Central,Furniture,Chairs,Arthur Prichep
2023-05-14,292.78,64.88,Central,Office Supplies,Envelopes,Arthur Prichep
2023-10-12,936.73,-125.48,South,Furniture,Tables,Zusha Benson
2024-11-16,17.33,3.42,East,Office Supplies,Fasteners,Alejandro Grove
2023-11-27,129.86,-3.26,East,Furniture,Tables,Pete Kaisen
2025-06-12,101.52,33.64,South,Office Supplies,Storage,Zusha Benson
2025-06-17,127.85,16.87,Central,Technology,Phones,Lena Creighton
2023-03-19,125.59,13.42,Central,Technology,Phones,Valerie Mitchum
2025-08-04,118.02,45.08,East,Technology,Accessories,Tracy Blumstein
2024-11-18,417.86,155.29,Central,Technology,Copiers,Paul Prost
2023-01-21,244.08,84.45,West,Office Supplies,Paper,Irene Maddox
2024-07-19,387.93,122.89,East,Technology,Machines,Harold Ryan
2025-04-06,250.57,61.45,Central,Office Supplies,Supplies,Eric Hoffmann
2023-06-28,527.18,-137.33,East,Furniture,Tables,Sandra Flanagan
2025-12-18,70.39,28.02,West,Technology,Copiers,Tracy Blumstein
2025-06-23,126.18,31.27,East,Office Supplies,Labels,Arthur Prichep
2024-10-30,137.97,44.55,East,Office Supplies,Art,Brosina Hoffman
2023-07-10,1180.54,286.82,East,Furniture,Chairs,Ryan Crowe
2024-12-08,199.23,21.8,East,Office Supplies,Art,Albert Patina
2025-11-24,379.74,34.27,West,Office Supplies,Paper,Valerie Mitchum
2024-01-14,2849.49,341.2,South,Technology,Machines,Paul Prost
2024-01-22,144.17,44.76,East,Office Supplies,Paper,Zusha Benson
2023-08-25,117.54,16.27,East,Office Supplies,Appliances,Linda Cazzolari
2024-09-07,127.28,6.43,Central,Office Supplies,Supplies,Claire Gute
2023-10-10,579.78,103.4,East,Technology,Accessories,Zusha Benson
2023-01-01,227.53,34.61,Central,Office Supplies,Supplies,Eric Hoffmann
2024-04-08,46.72,20.88,South,Technology,Phones,Joel Eaton
2025-08-24,1684.91,477.23,West,Technology,Machines,Zusha Benson
2023-06-21,189.42,74.05,West,Technology,Copiers,Eric Hoffmann
2025-04-22,274.69,-4.41,South,Furniture,Bookcases,John Lee
2024-11-20,40.45,6.03,West,Office Supplies,Art,Arthur Prichep
2024-07-28,180.48,10.09,South,Office Supplies,Paper,Pete Kaisen
2023-06-14,319.71,28.95,South,Office Supplies,Art,Emily Burns
2024-01-18,56.45,7.23,South,Furniture,Furnishings,Alejandro Grove
2023-07-28,84.11,-24.89,West,Furniture,Tables,Georgia Nippi
2023-08-12,168.95,-9.75,Central,Furniture,Bookcases,Joel Eaton
2023-01-03,172.38,26.76,South,Office Supplies,Supplies,Albert Patina
2024-01-07,218.08,109.38,East,Technology,Copiers,Stewart Rivera
2024-09-02,53.88,12.11,West,Office Supplies,Binders,Yoseph Carroll
2023-04-26,35.58,9.13,South,Office Supplies,Storage,Ryan Crowe
2024-03-22,738.47,-70.04,South,Furniture,Tables,Sandra Flanagan
2024-02-19,53.43,13.63,East,Office Supplies,Supplies,Linda Cazzolari
2025-06-10,893.37,-311.54,Central,Furniture,Tables,Gary Hansen
2025-11-13,16.96,5.58,Central,Office Supplies,Labels,Eric Hoffmann
2024-10-24,168.61,14.04,Central,Office Supplies,Supplies,Gary Hansen
2025-12-09,169.9,2.12,South,Furniture,Chairs,Gary Hansen
2024-12-18,105.79,39.13,South,Technology,Accessories,Zusha Benson
2025-11-16,55.55,10.03,South,Office Supplies,Art,Ken Black
2023-09-28,197.44,65.96,West,Office Supplies,Appliances,Georgia Nippi
2024-07-15,2133.64,946.31,East,Technology,Copiers,Linda Cazzolari
2025-03-14,378.48,118.27,South,Office Supplies,Binders,Emily Burns
2023-09-04,136.35,39.98,East,Office Supplies,Supplies,Sandra Flanagan
2024-01-22,98.15,33.79,East,Office Supplies,Supplies,Bobby Osgood
2024-12-02,260.81,110.66,Central,Technology,Accessories,Maria Etezadi
2024-07-12,177.48,56.69,West,Office Supplies,Envelopes,Nick Crecia
2025-08-30,35.42,9.55,South,Office Supplies,Fasteners,John Lee
2025-09-10,262.99,60.08,Central,Technology,Accessories,Stewart Rivera
2023-12-18,165.32,22.67,Central,Technology,Phones,Georgia Nippi
2025-01-22,36.42,9.35,South,Office Supplies,Appliances,Albert Patina
2025-02-19,177.05,78.35,East,Technology,Phones,Emily Burns
2025-10-21,51.7,13.85,Central,Office Supplies,Labels,Ryan Crowe
2024-06-29,219.53,48.62,East,Furniture,Chairs,Ryan Crowe
2023-03-20,152.49,58.18,West,Technology,Phones,Harold Ryan
2023-11-30,24.78,2.45,East,Office Supplies,Binders,Yoseph Carroll
2025-06-07,97.24,-4.89,West,Furniture,Chairs,Valerie Mitchum
2024-05-16,940.16,-184.42,East,Furniture,Tables,Ken Black
2025-02-03,635.11,-174.2,Central,Furniture,Tables,Joel Eaton
2025-07-09,63.19,14.19,Central,Office Supplies,Labels,Brosina Hoffman
2024-07-03,61.73,27.25,West,Technology,Machines,Albert Patina
2023-01-14,25.41,3.93,South,Furniture,Furnishings,Stewart Rivera
2024-01-27,374.23,66.24,West,Office Supplies,Storage,Albert Patina
2023-11-06,693.35,70.43,West,Technology,Machines,Zusha Benson
2024-01-21,95.65,13.77,East,Office Supplies,Envelopes,Ken Black
2025-08-31,77.11,-8.71,East,Furniture,Tables,Andrew Allen
2023-12-06,200.64,29.55,West,Office Supplies,Art,Nick Crecia
2024-08-19,385.85,53.58,Central,Technology,Machines,Joel Eaton
2025-01-26,38.86,7.1,East,Office Supplies,Fasteners,Paul Prost
2025-11-11,22.49,-1.1,South,Furniture,Furnishings,Sandra Flanagan
2023-10-18,77.53,32.43,East,Technology,Accessories,Georgia Nippi
2023-11-02,748.65,101.53,East,Technology,Phones,Georgia Nippi
2024-09-25,1735.41,203.4,South,Technology,Machines,Linda Cazzolari
2024-09-16,275.95,-40.81,West,Furniture,Chairs,Linda Cazzolari
2025-07-27,922.62,-186.71,South,Furniture,Tables,Irene Maddox
2025-04-27,23.35,5.79,West,Office Supplies,Storage,Harold Ryan
2024-03-17,359.02,51.04,West,Furniture,Chairs,Yoseph Carroll
2024-05-17,608.85,157.47,West,Technology,Phones,Georgia Nippi
2023-05-10,38.61,9.86,South,Office Supplies,Paper,Joel Eaton
2024-08-19,323.23,51.06,West,Office Supplies,Envelopes,Valerie Mitchum
2025-05-11,37.54,12.53,Central,Technology,Accessories,Maria Etezadi
2024-08-15,61.42,7.01,South,Technology,Accessories,Tracy Blumstein
2025-09-25,574.9,136.12,Central,Technology,Phones,Alejandro Grove
2023-11-21,157.56,45.26,West,Office Supplies,Art,Andrew Allen
2025-12-28,185.29,53.9,East,Office Supplies,Art,Valerie Mitchum
2024-03-23,22.82,3.11,West,Furniture,Furnishings,Ken Black
2025-03-29,289.03,32.16,Central,Office Supplies,Fasteners,Sandra Flanagan
2024-12-09,119.16,14.8,Central,Office Supplies,Binders,Joel Eaton
2023-09-22,100.61,35.1,South,Office Supplies,Envelopes,Georgia Nippi
2024-09-03,600.27,48.63,East,Office Supplies,Paper,Nick Crecia
2025-04-11,1273.13,207.82,South,Technology,Machines,Harold Ryan
2024-11-04,23.84,3.47,Central,Technology,Accessories,Harold Ryan
2023-06-06,216.92,46.57,West,Technology,Accessories,Arthur Prichep
2023-09-08,99.57,39.03,East,Technology,Copiers,Valerie Mitchum
2025-05-27,19.6,0.96,West,Furniture,Chairs,John Lee
2024-06-13,82.53,15.91,West,Office Supplies,Storage,Paul Prost
2023-11-23,6029.58,3197.49,East,Technology,Copiers,Brosina Hoffman
2025-08-18,33.83,3.79,South,Technology,Accessories,Valerie Mitchum
2025-06-13,682.7,-15.05,West,Furniture,Chairs,Brosina Hoffman
2023-04-07,33.56,7.69,Central,Office Supplies,Envelopes,Georgia Nippi
2024-05-27,1513.78,-117.83,West,Furniture,Tables,Alejandro Grove
2023-08-04,766.18,-102.62,East,Furniture,Tables,Pete Kaisen
2023-05-05,407.12,156.94,East,Technology,Phones,Albert Patina
2023-02-28,276.39,100.2,East,Technology,Copiers,Alejandro Grove
2023-06-10,210.34,61.98,South,Office Supplies,Supplies,Toby Swindell
2023-10-11,819.57,162.62,West,Office Supplies,Appliances,Harold Ryan
2023-04-16,169.34,24.86,South,Technology,Accessories,Sandra Flanagan
2023-08-16,107.03,33.79,South,Office Supplies,Envelopes,Zusha Benson
2023-11-14,389.93,95.44,East,Office Supplies,Paper,Sandra Flanagan
2025-03-12,7.4,0.73,East,Office Supplies,Appliances,Paul Prost
2025-05-23,507.82,-69.34,South,Furniture,Bookcases,Joel Eaton
2024-04-16,1549.53,-443.94,West,Furniture,Tables,Harold Ryan
2025-12-15,97.83,-7.44,Central,Furniture,Tables,Tracy Blumstein
2024-09-16,94.69,9.83,South,Office Supplies,Paper,Brosina Hoffman
2023-01-13,133.75,23.94,West,Technology,Machines,Eric Hoffmann
2025-11-07,422.82,46.0,East,Technology,Machines,Brosina Hoffman
2024-11-24,162.28,22.58,East,Furniture,Furnishings,Nick Crecia
2025-08-30,59.06,17.31,West,Office Supplies,Envelopes,Ryan Crowe
2023-04-23,255.24,96.71,Central,Technology,Phones,Linda Cazzolari
2023-08-17,54.14,4.78,East,Office Supplies,Supplies,Nick Crecia
2023-06-20,74.16,23.8,East,Office Supplies,Binders,Toby Swindell
2023-10-22,81.22,27.23,East,Technology,Phones,Irene Maddox
2023-07-08,330.15,105.4,West,Office Supplies,Envelopes,Paul Prost
2024-03-01,24.34,0.7,South,Furniture,Bookcases,Bobby Osgood
2025-09-03,326.08,59.05,East,Office Supplies,Art,Joel Eaton
2024-10-19,239.96,89.89,South,Technology,Phones,Emily Burns
2025-07-07,65.44,5.1,Central,Office Supplies,Paper,Paul Prost
2024-05-13,197.59,40.76,East,Office Supplies,Labels,John Lee
2025-01-31,111.32,33.5,East,Office Supplies,Labels,Maria Etezadi
2025-05-15,108.7,32.51,Central,Office Supplies,Appliances,Bobby Osgood
2025-04-05,40.69,9.46,East,Furniture,Chairs,Ken Black
2023-03-12,79.03,20.51,South,Office Supplies,Art,Alejandro Grove
2023-09-05,46.38,5.21,West,Office Supplies,Appliances,Andrew Allen
2023-05-26,7.37,0.41,South,Office Supplies,Labels,Georgia Nippi
2024-08-04,268.96,72.03,West,Technology,Machines,Georgia Nippi
2024-04-14,19.12,3.9,West,Office Supplies,Storage,Eric Hoffmann
2023-07-12,49.52,6.05,South,Office Supplies,Supplies,Stewart Rivera
2025-12-27,19.56,1.71,South,Office Supplies,Fasteners,Linda Cazzolari
2024-05-08,33.0,10.07,South,Technology,Phones,Bobby Osgood
2023-02-21,38.29,10.69,South,Office Supplies,Labels,Bobby Osgood
2025-05-31,2225.07,550.17,Central,Furniture,Chairs,Georgia Nippi
2023-12-29,5.33,1.48,East,Office Supplies,Fasteners,Linda Cazzolari
2025-07-05,993.38,375.27,West,Technology,Machines,Alejandro Grove
2024-04-18,27.84,6.54,South,Office Supplies,Envelopes,Andrew Allen
2024-06-04,385.04,133.14,South,Office Supplies,Appliances,Claire Gute
2024-11-21,101.85,33.0,South,Technology,Machines,Claire Gute
2024-06-15,470.37,144.91,Central,Office Supplies,Storage,Gary Hansen
2025-04-19,499.75,114.1,South,Furniture,Chairs,Georgia Nippi
2025-12-24,5.19,1.71,South,Office Supplies,Supplies,Linda Cazzolari
2023-08-29,341.66,56.18,South,Office Supplies,Binders,Arthur Prichep
2024-06-19,115.63,8.51,East,Office Supplies,Binders,Maria Etezadi
2023-03-24,50.71,5.15,Central,Office Supplies,Labels,Sandra Flanagan
2025-09-08,223.69,15.16,South,Office Supplies,Appliances,Stewart Rivera
2025-08-08,396.91,-42.8,West,Furniture,Furnishings,Nick Crecia
2024-09-02,829.4,-221.37,West,Furniture,Tables,Georgia Nippi
2024-07-27,61.87,9.42,West,Office Supplies,Supplies,Zusha Benson
2023-10-13,238.35,50.78,Central,Office Supplies,Labels,Tracy Blumstein
2025-09-15,176.75,46.57,Central,Office Supplies,Art,Sandra Flanagan
2024-04-03,334.4,37.88,West,Office Supplies,Fasteners,Sandra Flanagan
2023-05-06,1145.08,-54.24,South,Furniture,Tables,Nick Crecia
2024-02-29,46.86,12.24,Central,Office Supplies,Appliances,Maria Etezadi
2024-07-07,407.49,120.42,West,Technology,Accessories,Gary Hansen
2024-09-01,35.14,7.43,West,Furniture,Bookcases,Nick Crecia
2023-04-22,182.43,67.9,South,Technology,Copiers,Georgia Nippi
2024-02-06,852.73,-230.49,East,Furniture,Tables,Ken Black
2023-05-02,733.53,-115.24,Central,Furniture,Tables,Irene Maddox
2023-09-30,7.31,-0.73,South,Furniture,Furnishings,Linda Cazzolari
2024-02-02,232.51,51.13,West,Office Supplies,Supplies,Valerie Mitchum
2024-04-15,257.61,2.41,West,Furniture,Chairs,Joel Eaton
2025-09-11,303.11,-10.96,South,Furniture,Bookcases,Toby Swindell
2024-07-22,253.61,40.45,Central,Technology,Accessories,Albert Patina
2025-06-15,584.58,-116.39,East,Furniture,Tables,Zusha Benson
2025-03-30,94.98,44.79,East,Technology,Copiers,Pete Kaisen
2025-05-02,34.12,10.29,West,Technology,Accessories,Alejandro Grove
2024-12-10,473.21,46.89,Central,Office Supplies,Supplies,Stewart Rivera
2023-11-17,15.95,1.4,East,Office Supplies,Supplies,Linda Cazzolari
2023-06-28,70.76,4.1,Central,Office Supplies,Storage,Paul Prost
2025-06-15,317.37,-46.03,Central,Furniture,Bookcases,Ken Black
2023-08-07,251.65,50.81,West,Furniture,Chairs,Georgia Nippi
2025-02-27,5.6,0.36,East,Office Supplies,Art,Stewart Rivera
2024-05-06,853.73,-17.89,South,Furniture,Tables,Toby Swindell
2023-03-02,445.31,18.88,West,Furniture,Tables,Tracy Blumstein
2025-12-13,1799.32,241.69,East,Technology,Machines,Paul Prost
2024-06-21,96.32,2.36,East,Furniture,Bookcases,Stewart Rivera
2025-04-27,209.56,49.23,East,Furniture,Bookcases,Georgia Nippi
2025-09-14,647.49,16.42,East,Furniture,Tables,Lena Creighton
2023-03-06,79.32,15.62,East,Office Supplies,Paper,John Lee
2024-08-08,530.78,82.29,Central,Furniture,Chairs,Paul Prost
2023-06-20,41.41,12.42,West,Office Supplies,Appliances,John Lee
2024-06-18,42.48,6.56,Central,Office Supplies,Envelopes,Albert Patina
2024-11-23,200.96,63.83,South,Office Supplies,Fasteners,Zusha Benson
2023-04-18,109.06,20.85,East,Office Supplies,Envelopes,Linda Cazzolari
2025-03-24,85.46,17.8,West,Office Supplies,Supplies,Sandra Flanagan
2025-10-01,155.67,85.61,East,Technology,Copiers,Yoseph Carroll
2024-03-27,283.1,146.83,West,Technology,Copiers,Bobby Osgood
2024-08-12,23.1,5.23,Central,Technology,Phones,Gary Hansen
2025-11-05,19.38,1.03,West,Office Supplies,Binders,Emily Burns
2023-11-23,127.07,30.22,South,Office Supplies,Paper,Bobby Osgood
2024-08-30,338.67,117.31,South,Technology,Accessories,Eric Hoffmann
2024-10-20,55.78,13.68,West,Office Supplies,Art,Ryan Crowe
2023-01-02,397.23,174.29,West,Technology,Machines,John Lee
